#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Jan 23 13:43:47 EST 2019,58,58,Assignment1Suite,InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest3+ , ,ClearTest0- ClearTest1- EverythingTest0- GetTest0- GetTest1- SizeTest1- SizeTest2- , ,
1,Wed Jan 23 13:45:05 EST 2019,58,0,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
2,Wed Jan 23 13:45:23 EST 2019,58,0,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
3,Wed Jan 23 13:46:02 EST 2019,11,-47,Assignment1Suite,SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2 SizeTest3- , ,
4,Wed Jan 23 13:46:13 EST 2019,58,47,Assignment1Suite,InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1- SizeTest2 , ,
5,Wed Jan 23 14:00:38 EST 2019,58,0,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
6,Wed Jan 23 14:01:12 EST 2019,58,0,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
7,Wed Jan 23 14:04:17 EST 2019,58,0,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
8,Thu Jan 24 15:30:01 EST 2019,70,12,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
9,Thu Jan 24 15:38:02 EST 2019,52,-18,Assignment1Suite,InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 , ,ClearTest0- ClearTest1- EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 SizeTest3- , ,
10,Thu Jan 24 15:38:21 EST 2019,70,18,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3+ , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
11,Thu Jan 24 15:49:16 EST 2019,52,-18,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest2 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0- RemoveTest1- RemoveTest3- SizeTest1 SizeTest2 , ,
12,Thu Jan 24 15:49:37 EST 2019,52,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest2 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest1 SizeTest2 , ,
13,Thu Jan 24 15:50:14 EST 2019,52,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest2 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest1 SizeTest2 , ,
14,Thu Jan 24 15:52:54 EST 2019,52,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest2 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest1 SizeTest2 , ,
15,Thu Jan 24 15:53:12 EST 2019,52,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest2 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest1 SizeTest2 , ,
16,Thu Jan 24 22:26:53 EST 2019,11,-41,Assignment1Suite,InsertTest3 SizeTest0 , ,ClearTest0- ClearTest1- EverythingTest0 GetTest0 GetTest1 InsertTest0- InsertTest1- InsertTest2- RemoveTest0 RemoveTest1 RemoveTest2- RemoveTest3 SizeTest1 SizeTest2 SizeTest3- , ,
17,Thu Jan 24 22:36:26 EST 2019,11,0,Assignment1Suite,SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
18,Thu Jan 24 22:36:49 EST 2019,11,0,Assignment1Suite,InsertTest3+ SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3 , ,
19,Thu Jan 24 22:43:20 EST 2019,11,0,Assignment1Suite,InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
20,Fri Jan 25 09:02:30 EST 2019,11,0,Assignment1Suite,SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
21,Fri Jan 25 09:03:01 EST 2019,5,-6,Assignment1Suite,SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3 , ,
22,Fri Jan 25 09:03:35 EST 2019,11,6,Assignment1Suite,SizeTest0 SizeTest1+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 SizeTest3 , ,
23,Fri Jan 25 09:12:36 EST 2019,17,6,Assignment1Suite,SizeTest0 SizeTest1 SizeTest2+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest3 , ,
24,Fri Jan 25 09:13:07 EST 2019,17,0,Assignment1Suite,SizeTest0 SizeTest1 SizeTest2 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest3 , ,
25,Fri Jan 25 09:13:42 EST 2019,17,0,Assignment1Suite,SizeTest0 SizeTest1 SizeTest2 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest3 , ,
26,Fri Jan 25 09:13:53 EST 2019,17,0,Assignment1Suite,SizeTest0 SizeTest1 SizeTest2 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest3 , ,
27,Fri Jan 25 09:29:32 EST 2019,70,53,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest3+ , ,EverythingTest0 GetTest0 GetTest1 SizeTest1- SizeTest2- , ,
28,Fri Jan 25 09:29:46 EST 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
29,Fri Jan 25 09:33:50 EST 2019,5,-65,Assignment1Suite,SizeTest0 , ,ClearTest0- ClearTest1- EverythingTest0 GetTest0 GetTest1 InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest1 SizeTest2 SizeTest3- , ,
30,Fri Jan 25 09:34:06 EST 2019,11,6,Assignment1Suite,InsertTest3+ SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
31,Fri Jan 25 09:42:42 EST 2019,70,59,Assignment1Suite,ClearTest0+ ClearTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest3+ , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
32,Mon Jan 28 16:09:50 EST 2019,23,-47,Assignment1Suite,ClearTest1 SizeTest0 SizeTest1+ SizeTest3 , ,ClearTest0- EverythingTest0 GetTest0 GetTest1 InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2 , ,
33,Mon Jan 28 16:10:54 EST 2019,11,-12,Assignment1Suite,ClearTest1 SizeTest0 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3- , ,
34,Mon Jan 28 16:12:36 EST 2019,11,0,Assignment1Suite,ClearTest1 SizeTest0 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
35,Mon Jan 28 16:13:33 EST 2019,11,0,Assignment1Suite,ClearTest1 SizeTest0 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
36,Mon Jan 28 16:15:47 EST 2019,11,0,Assignment1Suite,ClearTest1 SizeTest0 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
37,Mon Jan 28 16:22:11 EST 2019,11,0,Assignment1Suite,InsertTest3+ SizeTest0 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
38,Tue Jan 29 20:28:54 EST 2019,17,6,Assignment1Suite,SizeTest0 SizeTest1+ SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
39,Tue Jan 29 20:29:23 EST 2019,17,0,Assignment1Suite,SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
40,Tue Jan 29 20:29:54 EST 2019,17,0,Assignment1Suite,SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
41,Tue Jan 29 21:19:26 EST 2019,29,12,Assignment1Suite,ClearTest0+ ClearTest1+ SizeTest0 SizeTest1 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
42,Tue Jan 29 21:24:18 EST 2019,29,0,Assignment1Suite,ClearTest0 ClearTest1 SizeTest0 SizeTest1 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
43,Tue Jan 29 21:26:06 EST 2019,29,0,Assignment1Suite,ClearTest0 ClearTest1 SizeTest0 SizeTest1 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
44,Tue Jan 29 21:26:49 EST 2019,64,35,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest3+ SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest2 , ,
45,Tue Jan 29 21:29:18 EST 2019,76,12,Assignment1Suite,ClearTest0 ClearTest1 GetTest0+ GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
46,Tue Jan 29 21:30:26 EST 2019,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
47,Tue Jan 29 21:30:47 EST 2019,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
48,Tue Jan 29 21:32:01 EST 2019,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
49,Tue Jan 29 21:34:09 EST 2019,100,24,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0+ GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
50,Tue Jan 29 21:35:34 EST 2019,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
51,Wed Jan 30 10:02:10 EST 2019,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
